location,date,variant,num_sequences,perc_sequences,num_sequences_total
Finland,2021-11-01,Gamma,0,0.0,670
Finland,2021-11-01,Iota,0,0.0,670
Finland,2021-11-01,Kappa,0,0.0,670
Finland,2021-11-01,Lambda,0,0.0,670
Finland,2021-11-01,Mu,0,0.0,670
Finland,2021-11-01,Omicron,0,0.0,670
Finland,2021-11-01,S:677H.Robin1,0,0.0,670
Finland,2021-11-01,S:677P.Pelican,0,0.0,670
Finland,2021-11-01,others,0,0.0,670
Finland,2021-11-01,non_who,0,0.0,670
Finland,2021-11-15,Alpha,0,0.0,417
Finland,2021-11-15,B.1.1.277,0,0.0,417
Finland,2021-11-15,B.1.1.302,0,0.0,417
Finland,2021-11-15,B.1.1.519,0,0.0,417
Finland,2021-11-15,B.1.160,0,0.0,417
Finland,2021-11-15,B.1.177,0,0.0,417
Finland,2021-11-15,B.1.221,0,0.0,417
Finland,2021-11-15,B.1.258,0,0.0,417
Finland,2021-11-15,B.1.367,0,0.0,417
Finland,2021-11-15,B.1.620,0,0.0,417
Finland,2021-11-15,Beta,0,0.0,417
Finland,2021-11-15,Delta,417,100.0,417
Finland,2021-11-15,Epsilon,0,0.0,417
Finland,2021-11-15,Eta,0,0.0,417
Finland,2021-11-15,Gamma,0,0.0,417
Finland,2021-11-15,Iota,0,0.0,417
Finland,2021-11-15,Kappa,0,0.0,417
Finland,2021-11-15,Lambda,0,0.0,417
Finland,2021-11-15,Mu,0,0.0,417
Finland,2021-11-15,Omicron,0,0.0,417
Finland,2021-11-15,S:677H.Robin1,0,0.0,417
Finland,2021-11-15,S:677P.Pelican,0,0.0,417
Finland,2021-11-15,others,0,0.0,417
Finland,2021-11-15,non_who,0,0.0,417
Finland,2021-11-29,Alpha,0,0.0,61
Finland,2021-11-29,B.1.1.277,0,0.0,61
Finland,2021-11-29,B.1.1.302,0,0.0,61
Finland,2021-11-29,B.1.1.519,0,0.0,61
Finland,2021-11-29,B.1.160,0,0.0,61
Finland,2021-11-29,B.1.177,0,0.0,61
Finland,2021-11-29,B.1.221,0,0.0,61
Finland,2021-11-29,B.1.258,0,0.0,61
Finland,2021-11-29,B.1.367,0,0.0,61
Finland,2021-11-29,B.1.620,0,0.0,61
Finland,2021-11-29,Beta,0,0.0,61
Finland,2021-11-29,Delta,61,100.0,61
Finland,2021-11-29,Epsilon,0,0.0,61
Finland,2021-11-29,Eta,0,0.0,61
Finland,2021-11-29,Gamma,0,0.0,61
Finland,2021-11-29,Iota,0,0.0,61
Finland,2021-11-29,Kappa,0,0.0,61
Finland,2021-11-29,Lambda,0,0.0,61
Finland,2021-11-29,Mu,0,0.0,61
Finland,2021-11-29,Omicron,0,0.0,61
Finland,2021-11-29,S:677H.Robin1,0,0.0,61
Finland,2021-11-29,S:677P.Pelican,0,0.0,61
Finland,2021-11-29,others,0,0.0,61
Finland,2021-11-29,non_who,0,0.0,61
France,2020-05-11,Alpha,0,0.0,201
France,2020-05-11,B.1.1.277,0,0.0,201
France,2020-05-11,B.1.1.302,0,0.0,201
France,2020-05-11,B.1.1.519,0,0.0,201
France,2020-05-11,B.1.160,0,0.0,201
France,2020-05-11,B.1.177,2,1.0,201
France,2020-05-11,B.1.221,0,0.0,201
France,2020-05-11,B.1.258,0,0.0,201
France,2020-05-11,B.1.367,0,0.0,201
France,2020-05-11,B.1.620,0,0.0,201
France,2020-05-11,Beta,0,0.0,201
France,2020-05-11,Delta,0,0.0,201
France,2020-05-11,Epsilon,0,0.0,201
France,2020-05-11,Eta,0,0.0,201
France,2020-05-11,Gamma,0,0.0,201
France,2020-05-11,Iota,0,0.0,201
France,2020-05-11,Kappa,0,0.0,201
France,2020-05-11,Lambda,0,0.0,201
France,2020-05-11,Mu,0,0.0,201
France,2020-05-11,Omicron,0,0.0,201
France,2020-05-11,S:677H.Robin1,0,0.0,201
France,2020-05-11,S:677P.Pelican,0,0.0,201
France,2020-05-11,others,199,99.0,201
France,2020-05-11,non_who,201,100.0,201
France,2020-05-25,Alpha,0,0.0,64
France,2020-05-25,B.1.1.277,0,0.0,64
France,2020-05-25,B.1.1.302,0,0.0,64
France,2020-05-25,B.1.1.519,0,0.0,64
France,2020-05-25,B.1.160,0,0.0,64
France,2020-05-25,B.1.177,0,0.0,64
France,2020-05-25,B.1.221,0,0.0,64
France,2020-05-25,B.1.258,0,0.0,64
France,2020-05-25,B.1.367,0,0.0,64
France,2020-05-25,B.1.620,0,0.0,64
France,2020-05-25,Beta,0,0.0,64
France,2020-05-25,Delta,0,0.0,64
France,2020-05-25,Epsilon,0,0.0,64
France,2020-05-25,Eta,0,0.0,64
France,2020-05-25,Gamma,0,0.0,64
France,2020-05-25,Iota,0,0.0,64
France,2020-05-25,Kappa,0,0.0,64
France,2020-05-25,Lambda,0,0.0,64
France,2020-05-25,Mu,0,0.0,64
France,2020-05-25,Omicron,0,0.0,64
France,2020-05-25,S:677H.Robin1,0,0.0,64
France,2020-05-25,S:677P.Pelican,0,0.0,64
France,2020-05-25,others,64,100.0,64
France,2020-05-25,non_who,64,100.0,64
France,2020-06-08,Alpha,0,0.0,33
France,2020-06-08,B.1.1.277,0,0.0,33
France,2020-06-08,B.1.1.302,0,0.0,33
France,2020-06-08,B.1.1.519,0,0.0,33
France,2020-06-08,B.1.160,0,0.0,33
France,2020-06-08,B.1.177,0,0.0,33
France,2020-06-08,B.1.221,0,0.0,33
France,2020-06-08,B.1.258,0,0.0,33
France,2020-06-08,B.1.367,0,0.0,33
France,2020-06-08,B.1.620,0,0.0,33
France,2020-06-08,Beta,0,0.0,33
France,2020-06-08,Delta,0,0.0,33
France,2020-06-08,Epsilon,0,0.0,33
France,2020-06-08,Eta,0,0.0,33
France,2020-06-08,Gamma,0,0.0,33
France,2020-06-08,Iota,0,0.0,33
France,2020-06-08,Kappa,0,0.0,33
France,2020-06-08,Lambda,0,0.0,33
France,2020-06-08,Mu,0,0.0,33
France,2020-06-08,Omicron,0,0.0,33
France,2020-06-08,S:677H.Robin1,0,0.0,33
France,2020-06-08,S:677P.Pelican,0,0.0,33
France,2020-06-08,others,33,100.0,33
France,2020-06-08,non_who,33,100.0,33
France,2020-06-22,Alpha,0,0.0,45
France,2020-06-22,B.1.1.277,0,0.0,45
France,2020-06-22,B.1.1.302,0,0.0,45
France,2020-06-22,B.1.1.519,0,0.0,45
France,2020-06-22,B.1.160,0,0.0,45
France,2020-06-22,B.1.177,0,0.0,45
France,2020-06-22,B.1.221,0,0.0,45
France,2020-06-22,B.1.258,0,0.0,45
France,2020-06-22,B.1.367,0,0.0,45
France,2020-06-22,B.1.620,0,0.0,45
France,2020-06-22,Beta,0,0.0,45
France,2020-06-22,Delta,0,0.0,45
France,2020-06-22,Epsilon,0,0.0,45
France,2020-06-22,Eta,0,0.0,45
France,2020-06-22,Gamma,0,0.0,45
France,2020-06-22,Iota,0,0.0,45
France,2020-06-22,Kappa,0,0.0,45
France,2020-06-22,Lambda,0,0.0,45
France,2020-06-22,Mu,0,0.0,45
France,2020-06-22,Omicron,0,0.0,45
France,2020-06-22,S:677H.Robin1,0,0.0,45
France,2020-06-22,S:677P.Pelican,0,0.0,45
France,2020-06-22,others,45,100.0,45
France,2020-06-22,non_who,45,100.0,45
France,2020-07-06,Alpha,0,0.0,30
France,2020-07-06,B.1.1.277,0,0.0,30
France,2020-07-06,B.1.1.302,0,0.0,30
France,2020-07-06,B.1.1.519,0,0.0,30
France,2020-07-06,B.1.160,0,0.0,30
France,2020-07-06,B.1.177,0,0.0,30
France,2020-07-06,B.1.221,0,0.0,30
France,2020-07-06,B.1.258,0,0.0,30
France,2020-07-06,B.1.367,0,0.0,30
France,2020-07-06,B.1.620,0,0.0,30
France,2020-07-06,Beta,0,0.0,30
France,2020-07-06,Delta,0,0.0,30
France,2020-07-06,Epsilon,0,0.0,30
France,2020-07-06,Eta,0,0.0,30
France,2020-07-06,Gamma,0,0.0,30
France,2020-07-06,Iota,0,0.0,30
France,2020-07-06,Kappa,0,0.0,30
France,2020-07-06,Lambda,0,0.0,30
France,2020-07-06,Mu,0,0.0,30
France,2020-07-06,Omicron,0,0.0,30
France,2020-07-06,S:677H.Robin1,0,0.0,30
France,2020-07-06,S:677P.Pelican,0,0.0,30
France,2020-07-06,others,30,100.0,30
France,2020-07-06,non_who,30,100.0,30
France,2020-07-20,Alpha,0,0.0,71
France,2020-07-20,B.1.1.277,0,0.0,71
France,2020-07-20,B.1.1.302,0,0.0,71
France,2020-07-20,B.1.1.519,0,0.0,71
France,2020-07-20,B.1.160,7,9.86,71
France,2020-07-20,B.1.177,1,1.41,71
France,2020-07-20,B.1.221,0,0.0,71
France,2020-07-20,B.1.258,0,0.0,71
France,2020-07-20,B.1.367,0,0.0,71
France,2020-07-20,B.1.620,0,0.0,71
France,2020-07-20,Beta,0,0.0,71
France,2020-07-20,Delta,0,0.0,71
France,2020-07-20,Epsilon,0,0.0,71
France,2020-07-20,Eta,0,0.0,71
France,2020-07-20,Gamma,0,0.0,71
France,2020-07-20,Iota,0,0.0,71
France,2020-07-20,Kappa,0,0.0,71
France,2020-07-20,Lambda,0,0.0,71
France,2020-07-20,Mu,0,0.0,71
France,2020-07-20,Omicron,0,0.0,71
France,2020-07-20,S:677H.Robin1,0,0.0,71
France,2020-07-20,S:677P.Pelican,0,0.0,71
France,2020-07-20,others,63,88.73,71
France,2020-07-20,non_who,71,100.0,71
France,2020-08-03,Alpha,0,0.0,140
France,2020-08-03,B.1.1.277,0,0.0,140
France,2020-08-03,B.1.1.302,0,0.0,140
France,2020-08-03,B.1.1.519,0,0.0,140
France,2020-08-03,B.1.160,20,14.29,140
France,2020-08-03,B.1.177,2,1.43,140
France,2020-08-03,B.1.221,0,0.0,140
France,2020-08-03,B.1.258,0,0.0,140
France,2020-08-03,B.1.367,8,5.71,140
France,2020-08-03,B.1.620,0,0.0,140
France,2020-08-03,Beta,0,0.0,140
France,2020-08-03,Delta,0,0.0,140
France,2020-08-03,Epsilon,0,0.0,140
France,2020-08-03,Eta,0,0.0,140
France,2020-08-03,Gamma,0,0.0,140
France,2020-08-03,Iota,0,0.0,140
France,2020-08-03,Kappa,0,0.0,140
France,2020-08-03,Lambda,0,0.0,140
France,2020-08-03,Mu,0,0.0,140
France,2020-08-03,Omicron,0,0.0,140
France,2020-08-03,S:677H.Robin1,0,0.0,140
France,2020-08-03,S:677P.Pelican,0,0.0,140
France,2020-08-03,others,110,78.57,140
France,2020-08-03,non_who,140,100.0,140
France,2020-08-17,Alpha,0,0.0,239
France,2020-08-17,B.1.1.277,1,0.42,239
France,2020-08-17,B.1.1.302,0,0.0,239
France,2020-08-17,B.1.1.519,0,0.0,239
France,2020-08-17,B.1.160,60,25.1,239
France,2020-08-17,B.1.177,12,5.02,239
France,2020-08-17,B.1.221,0,0.0,239
France,2020-08-17,B.1.258,29,12.13,239
France,2020-08-17,B.1.367,26,10.88,239
France,2020-08-17,B.1.620,0,0.0,239
France,2020-08-17,Beta,0,0.0,239
France,2020-08-17,Delta,0,0.0,239
France,2020-08-17,Epsilon,0,0.0,239
France,2020-08-17,Eta,0,0.0,239
France,2020-08-17,Gamma,0,0.0,239
France,2020-08-17,Iota,0,0.0,239
France,2020-08-17,Kappa,0,0.0,239
France,2020-08-17,Lambda,0,0.0,239
France,2020-08-17,Mu,0,0.0,239
France,2020-08-17,Omicron,0,0.0,239
France,2020-08-17,S:677H.Robin1,0,0.0,239
France,2020-08-17,S:677P.Pelican,0,0.0,239
France,2020-08-17,others,111,46.45,239
France,2020-08-17,non_who,239,100.0,239
France,2020-08-31,Alpha,0,0.0,251
France,2020-08-31,B.1.1.277,0,0.0,251
France,2020-08-31,B.1.1.302,0,0.0,251
France,2020-08-31,B.1.1.519,0,0.0,251
France,2020-08-31,B.1.160,77,30.68,251
France,2020-08-31,B.1.177,18,7.17,251
France,2020-08-31,B.1.221,9,3.59,251
France,2020-08-31,B.1.258,1,0.4,251
France,2020-08-31,B.1.367,30,11.95,251
France,2020-08-31,B.1.620,0,0.0,251
France,2020-08-31,Beta,0,0.0,251
France,2020-08-31,Delta,0,0.0,251
France,2020-08-31,Epsilon,0,0.0,251
France,2020-08-31,Eta,0,0.0,251
France,2020-08-31,Gamma,0,0.0,251
France,2020-08-31,Iota,0,0.0,251
France,2020-08-31,Kappa,0,0.0,251
France,2020-08-31,Lambda,0,0.0,251
France,2020-08-31,Mu,0,0.0,251
France,2020-08-31,Omicron,0,0.0,251
France,2020-08-31,S:677H.Robin1,0,0.0,251
France,2020-08-31,S:677P.Pelican,0,0.0,251
France,2020-08-31,others,116,46.21,251
France,2020-08-31,non_who,251,100.0,251
France,2020-09-14,Alpha,0,0.0,822
France,2020-09-14,B.1.1.277,0,0.0,822
France,2020-09-14,B.1.1.302,0,0.0,822
France,2020-09-14,B.1.1.519,0,0.0,822
France,2020-09-14,B.1.160,421,51.22,822
France,2020-09-14,B.1.177,91,11.07,822
France,2020-09-14,B.1.221,30,3.65,822
France,2020-09-14,B.1.258,6,0.73,822
France,2020-09-14,B.1.367,64,7.79,822
France,2020-09-14,B.1.620,0,0.0,822
France,2020-09-14,Beta,0,0.0,822
France,2020-09-14,Delta,0,0.0,822
France,2020-09-14,Epsilon,0,0.0,822
France,2020-09-14,Eta,0,0.0,822
France,2020-09-14,Gamma,0,0.0,822
France,2020-09-14,Iota,0,0.0,822
France,2020-09-14,Kappa,0,0.0,822
France,2020-09-14,Lambda,0,0.0,822
France,2020-09-14,Mu,0,0.0,822
France,2020-09-14,Omicron,0,0.0,822
France,2020-09-14,S:677H.Robin1,0,0.0,822
France,2020-09-14,S:677P.Pelican,0,0.0,822
France,2020-09-14,others,210,25.54,822
France,2020-09-14,non_who,822,100.0,822
France,2020-09-28,Alpha,0,0.0,488
France,2020-09-28,B.1.1.277,0,0.0,488
France,2020-09-28,B.1.1.302,0,0.0,488
France,2020-09-28,B.1.1.519,0,0.0,488
France,2020-09-28,B.1.160,288,59.02,488
France,2020-09-28,B.1.177,52,10.66,488
France,2020-09-28,B.1.221,7,1.43,488
France,2020-09-28,B.1.258,3,0.61,488
France,2020-09-28,B.1.367,22,4.51,488
France,2020-09-28,B.1.620,0,0.0,488
France,2020-09-28,Beta,0,0.0,488
France,2020-09-28,Delta,0,0.0,488
France,2020-09-28,Epsilon,0,0.0,488
France,2020-09-28,Eta,0,0.0,488
France,2020-09-28,Gamma,0,0.0,488
France,2020-09-28,Iota,0,0.0,488
France,2020-09-28,Kappa,0,0.0,488
France,2020-09-28,Lambda,0,0.0,488
France,2020-09-28,Mu,0,0.0,488
France,2020-09-28,Omicron,0,0.0,488
France,2020-09-28,S:677H.Robin1,0,0.0,488
France,2020-09-28,S:677P.Pelican,0,0.0,488
France,2020-09-28,others,116,23.77,488
France,2020-09-28,non_who,488,100.0,488
France,2020-10-12,Alpha,0,0.0,427
France,2020-10-12,B.1.1.277,0,0.0,427
France,2020-10-12,B.1.1.302,0,0.0,427
France,2020-10-12,B.1.1.519,0,0.0,427
France,2020-10-12,B.1.160,194,45.43,427
France,2020-10-12,B.1.177,53,12.41,427
France,2020-10-12,B.1.221,4,0.94,427
France,2020-10-12,B.1.258,6,1.41,427
France,2020-10-12,B.1.367,9,2.11,427
France,2020-10-12,B.1.620,0,0.0,427
France,2020-10-12,Beta,0,0.0,427
France,2020-10-12,Delta,0,0.0,427
France,2020-10-12,Epsilon,0,0.0,427
France,2020-10-12,Eta,0,0.0,427
France,2020-10-12,Gamma,0,0.0,427
France,2020-10-12,Iota,0,0.0,427
France,2020-10-12,Kappa,0,0.0,427
France,2020-10-12,Lambda,0,0.0,427
France,2020-10-12,Mu,0,0.0,427
France,2020-10-12,Omicron,0,0.0,427
France,2020-10-12,S:677H.Robin1,0,0.0,427
France,2020-10-12,S:677P.Pelican,0,0.0,427
France,2020-10-12,others,161,37.7,427
France,2020-10-12,non_who,427,100.0,427
France,2020-10-26,Alpha,2,0.23,870
France,2020-10-26,B.1.1.277,0,0.0,870
France,2020-10-26,B.1.1.302,0,0.0,870
France,2020-10-26,B.1.1.519,0,0.0,870
France,2020-10-26,B.1.160,479,55.06,870
France,2020-10-26,B.1.177,103,11.84,870
France,2020-10-26,B.1.221,3,0.34,870
France,2020-10-26,B.1.258,16,1.84,870
France,2020-10-26,B.1.367,15,1.72,870
France,2020-10-26,B.1.620,0,0.0,870
France,2020-10-26,Beta,0,0.0,870
France,2020-10-26,Delta,0,0.0,870
France,2020-10-26,Epsilon,0,0.0,870
France,2020-10-26,Eta,0,0.0,870
France,2020-10-26,Gamma,0,0.0,870
France,2020-10-26,Iota,0,0.0,870
France,2020-10-26,Kappa,0,0.0,870
France,2020-10-26,Lambda,0,0.0,870
France,2020-10-26,Mu,0,0.0,870
France,2020-10-26,Omicron,0,0.0,870
France,2020-10-26,S:677H.Robin1,0,0.0,870
France,2020-10-26,S:677P.Pelican,0,0.0,870
France,2020-10-26,others,252,28.97,870
France,2020-10-26,non_who,868,99.77,870
France,2020-11-09,Alpha,3,0.29,1020
France,2020-11-09,B.1.1.277,0,0.0,1020
France,2020-11-09,B.1.1.302,0,0.0,1020
France,2020-11-09,B.1.1.519,0,0.0,1020
France,2020-11-09,B.1.160,563,55.2,1020
France,2020-11-09,B.1.177,153,15.0,1020
France,2020-11-09,B.1.221,6,0.59,1020
France,2020-11-09,B.1.258,8,0.78,1020
France,2020-11-09,B.1.367,6,0.59,1020
France,2020-11-09,B.1.620,0,0.0,1020
France,2020-11-09,Beta,0,0.0,1020
France,2020-11-09,Delta,0,0.0,1020
France,2020-11-09,Epsilon,0,0.0,1020
France,2020-11-09,Eta,0,0.0,1020
France,2020-11-09,Gamma,0,0.0,1020
France,2020-11-09,Iota,0,0.0,1020
France,2020-11-09,Kappa,0,0.0,1020
France,2020-11-09,Lambda,0,0.0,1020
France,2020-11-09,Mu,0,0.0,1020
France,2020-11-09,Omicron,0,0.0,1020
France,2020-11-09,S:677H.Robin1,0,0.0,1020
France,2020-11-09,S:677P.Pelican,0,0.0,1020
France,2020-11-09,others,281,27.55,1020
France,2020-11-09,non_who,1017,99.71,1020
France,2020-11-23,Alpha,3,0.48,619
France,2020-11-23,B.1.1.277,0,0.0,619
France,2020-11-23,B.1.1.302,0,0.0,619
France,2020-11-23,B.1.1.519,0,0.0,619
France,2020-11-23,B.1.160,364,58.8,619
France,2020-11-23,B.1.177,82,13.25,619
France,2020-11-23,B.1.221,3,0.48,619
France,2020-11-23,B.1.258,3,0.48,619
France,2020-11-23,B.1.367,2,0.32,619
France,2020-11-23,B.1.620,0,0.0,619
France,2020-11-23,Beta,0,0.0,619
France,2020-11-23,Delta,0,0.0,619
France,2020-11-23,Epsilon,0,0.0,619
France,2020-11-23,Eta,0,0.0,619
France,2020-11-23,Gamma,0,0.0,619
France,2020-11-23,Iota,0,0.0,619
France,2020-11-23,Kappa,0,0.0,619
France,2020-11-23,Lambda,0,0.0,619
France,2020-11-23,Mu,0,0.0,619
France,2020-11-23,Omicron,0,0.0,619
France,2020-11-23,S:677H.Robin1,0,0.0,619
France,2020-11-23,S:677P.Pelican,0,0.0,619
France,2020-11-23,others,162,26.19,619
France,2020-11-23,non_who,616,99.52,619
France,2020-12-07,Alpha,1,0.29,347
France,2020-12-07,B.1.1.277,0,0.0,347
France,2020-12-07,B.1.1.302,0,0.0,347
France,2020-12-07,B.1.1.519,0,0.0,347
France,2020-12-07,B.1.160,205,59.08,347
France,2020-12-07,B.1.177,38,10.95,347
France,2020-12-07,B.1.221,2,0.58,347
France,2020-12-07,B.1.258,6,1.73,347
France,2020-12-07,B.1.367,8,2.31,347
France,2020-12-07,B.1.620,0,0.0,347
France,2020-12-07,Beta,0,0.0,347
France,2020-12-07,Delta,0,0.0,347
France,2020-12-07,Epsilon,0,0.0,347
France,2020-12-07,Eta,0,0.0,347
France,2020-12-07,Gamma,0,0.0,347
France,2020-12-07,Iota,0,0.0,347
France,2020-12-07,Kappa,0,0.0,347
France,2020-12-07,Lambda,0,0.0,347
France,2020-12-07,Mu,0,0.0,347
France,2020-12-07,Omicron,0,0.0,347
France,2020-12-07,S:677H.Robin1,0,0.0,347
France,2020-12-07,S:677P.Pelican,0,0.0,347
France,2020-12-07,others,87,25.06,347
France,2020-12-07,non_who,346,99.71,347
France,2020-12-21,Alpha,1,0.25,404
France,2020-12-21,B.1.1.277,0,0.0,404
France,2020-12-21,B.1.1.302,0,0.0,404
France,2020-12-21,B.1.1.519,0,0.0,404
France,2020-12-21,B.1.160,215,53.22,404
France,2020-12-21,B.1.177,63,15.59,404
France,2020-12-21,B.1.221,3,0.74,404
France,2020-12-21,B.1.258,4,0.99,404
France,2020-12-21,B.1.367,10,2.48,404
France,2020-12-21,B.1.620,0,0.0,404
France,2020-12-21,Beta,0,0.0,404
France,2020-12-21,Delta,0,0.0,404
France,2020-12-21,Epsilon,0,0.0,404
France,2020-12-21,Eta,0,0.0,404
France,2020-12-21,Gamma,0,0.0,404
France,2020-12-21,Iota,0,0.0,404
France,2020-12-21,Kappa,0,0.0,404
France,2020-12-21,Lambda,0,0.0,404
France,2020-12-21,Mu,0,0.0,404
France,2020-12-21,Omicron,0,0.0,404
France,2020-12-21,S:677H.Robin1,0,0.0,404
France,2020-12-21,S:677P.Pelican,0,0.0,404
France,2020-12-21,others,108,26.73,404
France,2020-12-21,non_who,403,99.75,404
France,2021-01-04,Alpha,80,15.44,518
France,2021-01-04,B.1.1.277,0,0.0,518
France,2021-01-04,B.1.1.302,0,0.0,518
France,2021-01-04,B.1.1.519,0,0.0,518
France,2021-01-04,B.1.160,197,38.03,518
France,2021-01-04,B.1.177,70,13.51,518
France,2021-01-04,B.1.221,6,1.16,518
France,2021-01-04,B.1.258,47,9.07,518
France,2021-01-04,B.1.367,14,2.7,518
France,2021-01-04,B.1.620,0,0.0,518
France,2021-01-04,Beta,7,1.35,518
France,2021-01-04,Delta,0,0.0,518
France,2021-01-04,Epsilon,0,0.0,518
France,2021-01-04,Eta,0,0.0,518
France,2021-01-04,Gamma,0,0.0,518
France,2021-01-04,Iota,0,0.0,518
France,2021-01-04,Kappa,0,0.0,518
France,2021-01-04,Lambda,0,0.0,518
France,2021-01-04,Mu,0,0.0,518
France,2021-01-04,Omicron,0,0.0,518
France,2021-01-04,S:677H.Robin1,0,0.0,518
France,2021-01-04,S:677P.Pelican,0,0.0,518
France,2021-01-04,others,97,18.74,518
France,2021-01-04,non_who,431,83.21,518
France,2021-01-11,Alpha,204,27.64,738
France,2021-01-11,B.1.1.277,0,0.0,738
France,2021-01-11,B.1.1.302,0,0.0,738
France,2021-01-11,B.1.1.519,1,0.14,738
France,2021-01-11,B.1.160,240,32.52,738
France,2021-01-11,B.1.177,117,15.85,738
France,2021-01-11,B.1.221,14,1.9,738
France,2021-01-11,B.1.258,40,5.42,738
France,2021-01-11,B.1.367,2,0.27,738
France,2021-01-11,B.1.620,0,0.0,738
France,2021-01-11,Beta,11,1.49,738
France,2021-01-11,Delta,0,0.0,738
France,2021-01-11,Epsilon,0,0.0,738
France,2021-01-11,Eta,2,0.27,738
France,2021-01-11,Gamma,0,0.0,738
France,2021-01-11,Iota,0,0.0,738
France,2021-01-11,Kappa,0,0.0,738
France,2021-01-11,Lambda,0,0.0,738
France,2021-01-11,Mu,0,0.0,738
France,2021-01-11,Omicron,0,0.0,738
France,2021-01-11,S:677H.Robin1,0,0.0,738
France,2021-01-11,S:677P.Pelican,0,0.0,738
France,2021-01-11,others,107,14.5,738
France,2021-01-11,non_who,521,70.6,738
France,2021-01-25,Alpha,586,26.97,2173
France,2021-01-25,B.1.1.277,0,0.0,2173
France,2021-01-25,B.1.1.302,0,0.0,2173
France,2021-01-25,B.1.1.519,2,0.09,2173
France,2021-01-25,B.1.160,631,29.04,2173
France,2021-01-25,B.1.177,335,15.42,2173
France,2021-01-25,B.1.221,34,1.56,2173
France,2021-01-25,B.1.258,50,2.3,2173
France,2021-01-25,B.1.367,0,0.0,2173
France,2021-01-25,B.1.620,0,0.0,2173
France,2021-01-25,Beta,198,9.11,2173
France,2021-01-25,Delta,2,0.09,2173
France,2021-01-25,Epsilon,0,0.0,2173
France,2021-01-25,Eta,2,0.09,2173
France,2021-01-25,Gamma,3,0.14,2173
France,2021-01-25,Iota,0,0.0,2173
France,2021-01-25,Kappa,0,0.0,2173
France,2021-01-25,Lambda,0,0.0,2173
France,2021-01-25,Mu,0,0.0,2173
France,2021-01-25,Omicron,0,0.0,2173
France,2021-01-25,S:677H.Robin1,0,0.0,2173
France,2021-01-25,S:677P.Pelican,0,0.0,2173
France,2021-01-25,others,330,15.19,2173
France,2021-01-25,non_who,1382,63.6,2173
France,2021-02-08,Alpha,2035,50.94,3995
France,2021-02-08,B.1.1.277,0,0.0,3995
France,2021-02-08,B.1.1.302,0,0.0,3995
France,2021-02-08,B.1.1.519,13,0.33,3995
France,2021-02-08,B.1.160,656,16.42,3995
France,2021-02-08,B.1.177,363,9.09,3995
France,2021-02-08,B.1.221,32,0.8,3995
France,2021-02-08,B.1.258,42,1.05,3995
France,2021-02-08,B.1.367,2,0.05,3995
France,2021-02-08,B.1.620,0,0.0,3995
France,2021-02-08,Beta,389,9.74,3995
France,2021-02-08,Delta,0,0.0,3995
France,2021-02-08,Epsilon,4,0.1,3995
France,2021-02-08,Eta,4,0.1,3995
France,2021-02-08,Gamma,11,0.28,3995
France,2021-02-08,Iota,0,0.0,3995
France,2021-02-08,Kappa,0,0.0,3995
France,2021-02-08,Lambda,0,0.0,3995
France,2021-02-08,Mu,0,0.0,3995
France,2021-02-08,Omicron,0,0.0,3995
France,2021-02-08,S:677H.Robin1,0,0.0,3995
France,2021-02-08,S:677P.Pelican,0,0.0,3995
France,2021-02-08,others,444,11.1,3995
France,2021-02-08,non_who,1552,38.84,3995
France,2021-02-22,Alpha,1384,46.27,2991
France,2021-02-22,B.1.1.277,0,0.0,2991
France,2021-02-22,B.1.1.302,0,0.0,2991
France,2021-02-22,B.1.1.519,7,0.23,2991
France,2021-02-22,B.1.160,488,16.32,2991
France,2021-02-22,B.1.177,278,9.29,2991
France,2021-02-22,B.1.221,22,0.74,2991
France,2021-02-22,B.1.258,22,0.74,2991
France,2021-02-22,B.1.367,6,0.2,2991
France,2021-02-22,B.1.620,0,0.0,2991
France,2021-02-22,Beta,347,11.6,2991
France,2021-02-22,Delta,0,0.0,2991
France,2021-02-22,Epsilon,2,0.07,2991
France,2021-02-22,Eta,7,0.23,2991
France,2021-02-22,Gamma,8,0.27,2991
France,2021-02-22,Iota,0,0.0,2991
France,2021-02-22,Kappa,1,0.03,2991
France,2021-02-22,Lambda,0,0.0,2991
France,2021-02-22,Mu,0,0.0,2991
France,2021-02-22,Omicron,0,0.0,2991
France,2021-02-22,S:677H.Robin1,0,0.0,2991
France,2021-02-22,S:677P.Pelican,0,0.0,2991
France,2021-02-22,others,419,14.01,2991
France,2021-02-22,non_who,1242,41.53,2991
France,2021-03-08,Alpha,2786,65.15,4276
France,2021-03-08,B.1.1.277,0,0.0,4276
France,2021-03-08,B.1.1.302,0,0.0,4276
France,2021-03-08,B.1.1.519,5,0.12,4276
France,2021-03-08,B.1.160,421,9.85,4276
France,2021-03-08,B.1.177,227,5.31,4276
France,2021-03-08,B.1.221,29,0.68,4276
France,2021-03-08,B.1.258,10,0.23,4276
France,2021-03-08,B.1.367,5,0.12,4276
France,2021-03-08,B.1.620,2,0.05,4276
France,2021-03-08,Beta,352,8.23,4276
France,2021-03-08,Delta,0,0.0,4276
France,2021-03-08,Epsilon,2,0.05,4276
France,2021-03-08,Eta,21,0.49,4276
France,2021-03-08,Gamma,25,0.58,4276
France,2021-03-08,Iota,0,0.0,4276
France,2021-03-08,Kappa,0,0.0,4276
France,2021-03-08,Lambda,0,0.0,4276
France,2021-03-08,Mu,0,0.0,4276
